title,salary,lower,upper,currency_unit,address,time,rank,experience,number_of_recruits,working_form,sex,company,description,requirements,benefit,url
Senior .NET Backend/ DevOps Engineer -English Speak,60triệu,60.0,60.0,VND,"Hà Nội: Tháp C tòa nhà Golden Palace, đường Mễ Trì, Nam Từ Liêm",31-12-2023,Nhân viên,5,5,Toàn thời gian,Không yêu cầu,CÔNG TY TNHH MONSTARLAB VIỆT NAM,"Lead the design, development, and implementation of complex and scalable .NET applications Mentor and guide junior developers in adopting best practices and enhancing their technical skills Provide technical expertise and guidance to other team members and stakeholders Stay up-to-date with the latest .NET technologies, frameworks, and tools Continuously evaluate and improve the performance, scalability, and security of .NET applications Architect and implement cloud-based solutions using Azure or AWS Design and implement microservices architecture for .NET applications Utilize continuous integration and continuous delivery (CI/CD) tools to streamline the development process Employ DevOps automation tools to automate infrastructure and deployment tasks Write unit and integration tests using preferred testing frameworks within the .NET ecosystem Adhere to specific coding standards and documentation practices for .NET backend development Contribute to and maintain application architecture and infrastructure documentation Develop and maintain documentation for third-party integration code Experience with API integration tools like Mulesoft, Workato, or Apigee Implement monitoring and logging tools for .NET applications, such as Application Insights or ELK stack Collaborate with DevOps engineers to secure the infrastructure and CI/CD pipeline Work closely with development and operations teams to deliver projects successfully Develop and maintain backend code running on containers Understand and implement release strategies, such as Blue-green or Canary deployments Experience with legacy data migration and integration Good command of spoken and written English","Bachelor's degree in Computer Science or a related field 5+ years of experience in .NET/C# development Proven track record of designing, developing, and implementing complex and scalable .NET applications In-depth knowledge of .NET technologies, frameworks, and tools, including .NET Framework, .NET Core, and .NET 5/6 Expertise in cloud-based platforms, such as Azure or AWS Familiarity with microservices architecture Experience with continuous integration and continuous delivery (CI/CD) tools Experience with DevOps automation tools Experience with data encryption methods Experience with unit and integration testing frameworks within the .NET ecosystem Experience with coding standards and documentation practices Ability to write clear, concise, and well-structured documentation Experience with API integration tools Familiarity with monitoring and logging tools for .NET applications Understanding of DevOps principles and practices Experience with containerization technologies Experience with release strategies Experience with legacy data migration and integration Experience with insurance or financial industry  Experience in Agile development methodologies Experience in cloud-based security practices Experience with machine learning and artificial intelligence (AI)","Remuneration and benefit: Participated in software projects with leading partners in Japan, Asia and Europe Working in a dynamic and professional environment. There are many opportunities to become a corporate key person. Be entitled to review work results and consider salary increase every 6 months. Bonus consideration according to project results and customer comments. To join the company's Japanese training courses and be able to participate in PMP training Participate in weekly experience sharing sessions, technology seminars of the company. Join the company travel, lunch allowance, parking fee subsidy in the building. Child support. Receive international certifications for the job Day off: Saturdays & Sundays, Tet holidays, vacation, and public holidays are regulated in Vietnamese Labor Law. Get some extra Japanese holidays. Especially, in addition to the prescribed leave of the year, employees are entitled to extra days off in the birthday month, for female employees to enjoy special incentives for International Women's day (March 8) and Vietnam woman’s day(October 20) Salary & working contract: Probation for 2 months, salary agreement Attractive salary depending on capacity and work experience Salary: 1200$ 3000$",https://proxy.scrapeops.io/v1/?api_key=4db8ec44-b4ad-4257-b408-c1d1b2cb7d0e&url=https%3A%2F%2Fwww.topcv.vn%2Fviec-lam%2Fsenior-net-backend-devops-engineer-english-speak%2F1178914.html%3Fta_source%3DITJobs_LinkDetail
Frontend Developer,,,,,"Cần Thơ: B9-5, Đường số 3, KDC Nam Long II, P. Hưng Thạnh, Cái Răng",21-12-2023,Nhân viên,1,2,Toàn thời gian,Nam,CÔNG TY TNHH THƯƠNG MẠI MEKO,,,"Lương thỏa thuận theo năng lực Tăng lương 1 lần/ năm tùy theo đánh giá kết quả công việc hoàn thành. Chế độ BHXH và phép năm theo luật lao động Cơ hội phát triển bản thân, lộ trình thăng tiến rõ ràng theo chính sách công ty Môi trường và văn hóa làm việc thân thiện, nâng cao sự chia sẻ, học hỏi hoàn thiện lẫn nhau, mỗi thành viên đều được thỏa sức thể hiện năng lực bản thân. Với tầm nhìn chiến lược kinh doanh dài hạn của công ty, các thành viên đều có nhiều cơ hội phát triển sự nghiệp.",https://proxy.scrapeops.io/v1/?api_key=4db8ec44-b4ad-4257-b408-c1d1b2cb7d0e&url=https%3A%2F%2Fwww.topcv.vn%2Fviec-lam%2Ffrontend-developer%2F1147339.html%3Fta_source%3DITJobs_LinkDetail
Junior Fullstack Developer,12-22triệu,12.0,22.0,VND,"Hồ Chí Minh: 164 Đường Số 01, phường Bình Hưng Hoà, Bình Tân",21-12-2023,Nhân viên,1,1,Toàn thời gian,Nam,CÔNG TY CỔ PHẦN ĐẦU TƯ THƯƠNG MẠI VÀ DỊCH VỤ BẤT ĐỘNG SẢN RENCITY,,,"Thưởng: tháng lương thứ 13, thưởng các dịp lễ/Tết, thưởng theo kết quả hoạt động kinh doanh của Công ty Phép năm: 12 ngày/năm hoặc tùy theo level trong Công ty sẽ có ngày phép năm tương ứng. Bảo hiểm đầy đủ theo quy định pháp luật Môi trường làm việc năng động, sáng   ",https://proxy.scrapeops.io/v1/?api_key=4db8ec44-b4ad-4257-b408-c1d1b2cb7d0e&url=https%3A%2F%2Fwww.topcv.vn%2Fviec-lam%2Fjunior-fullstack-developer%2F1176868.html%3Fta_source%3DITJobs_LinkDetail
Kỹ Sư Cơ Sở Hạ Tầng Đám Mây,30triệu,30.0,30.0,VND,"Hà Nội: Tòa nhà Hancorp Plaza, 72 Trần Đăng Ninh, Phường Dịch Vọng, Cầu Giấy",31-12-2023,Nhân viên,1,2,Toàn thời gian,Nam,Công ty cổ phần Công nghệ và Giải pháp Bình Minh,,," Competitive pay  Comprehensive insurance  Generous paid time off policy  Professional development and career advancement opportunities  Opportunities to work on cutting-edge technology and projects Review salary twice a year based on performance and market trends If you are passionate not about operation but also development and have a strong desire to learn and grow, we encourage you to apply for this exciting opportunity.",https://proxy.scrapeops.io/v1/?api_key=4db8ec44-b4ad-4257-b408-c1d1b2cb7d0e&url=https%3A%2F%2Fwww.topcv.vn%2Fviec-lam%2Fky-su-co-so-ha-tang-dam-may%2F1178183.html%3Fta_source%3DITJobs_LinkDetail
Thực Tập Sinh Tester (Tiếng Nhật N2),6triệu,6.0,6.0,VND,"Hà Nội: 47 Nguyễn Tuân, Thanh Xuân, Hà Nội, Thanh Xuân",21-12-2023,Thực tập sinh,0,3,Thực tập,Không yêu cầu,Công ty TNHH Yopaz,"Viết testcase, thực hiện test theo kế hoạch và kịch bản test Phối hợp chặt chẽ với Dev, Techlead, PM để đảm bảo chất lượng dự án Giám sát và đảm bảo các thành viên DEV thực hiện đúng tiến độ fix Bug Log bug, theo dõi và thực hiện xác minh bug theo tiến độ Thực hiện các công việc khác theo sự phân công của Testlead/PM.","Sinh viên năm cuối hoặc đã tốt nghiệp đại học các chuyên ngành liên quan Tiếng Nhật N2  Làm được fulltime hoặc nghỉ tối đa 1 ngày/1 tuần Ưu tiên ứng viên đã học 1 khoá về kiểm thử phần mềm Có khả năng tự học và làm việc nhóm Có tư duy logic, cẩn thận, tỉ mỉ",,https://proxy.scrapeops.io/v1/?api_key=4db8ec44-b4ad-4257-b408-c1d1b2cb7d0e&url=https%3A%2F%2Fwww.topcv.vn%2Fviec-lam%2Fthuc-tap-sinh-tester-tieng-nhat-n2%2F1178645.html%3Fta_source%3DITJobs_LinkDetail
Chuyên Viên Bảo Đảm Chất Lượng Quy Trình ( PQA ),18-25triệu,18.0,25.0,VND,"Hà Nội: Tầng 8, Toà nhà Ladeco, 266 Đội Cấn, Ba Đình",21-12-2023,Nhân viên,3,1,Toàn thời gian,Không yêu cầu,CÔNG TY TNHH CÔNG NGHỆ EZCLOUD TOÀN CẦU,"Làm việc trực tiếp với từng team phát triển phần mềm để đề xuất đưa ra quy trình phát triển (development process) sản phẩm phù hợp với yêu cầu của từng dự án. Các quy trình này có thể phát triển dựa trên V-model hay Agile (đa số Scrum Lean Development) hay thông qua việc áp dụng những quy trình quản lí sẵn có như ISO, CMMI Đưa ra những tài liệu, biểu mẫu, hướng dẫn để đảm bảo chất lượng của sản phẩm cho tất cả bộ phận trong nhóm phát triển sản phẩm Kiểm tra, audit việc thực thi quy trình của các bộ phận trong nhóm sản phẩm có đúng quy trình đã đề ra không Nhắc nhở đội ngũ phát triển sản phẩm việc tuân thủ theo quy trình làm việc đã đưa ra Điều chỉnh, thay đổi quy trình phù hợp với từng sản phẩm mà các team đang thực hiện Tham gia các công việc khác theo yêu cầu của cấp trên khi được giao Đảm bảo sản phẩm đạt tiêu chuẩn và chất lượng trước khi đến tay khách hàng Xây dựng các hệ thống thu thập thông tin về tình trạng sản phẩm, theo dõi và đánh giá được chất lượng sản phẩm trước và sau khi áp dụng quy trình (có thể sử dụng công cụ Jira đang được công ty dùng) Phối hợp với team triển khai để đưa sản phẩm đến tay khách hàng Nghiên cứu và đề xuất các quy trình phát triển sản phẩm mới, tìm kiếm các khoá học hay thực hiện các buổi trao đổi để nâng cao trình độ các thành viên trong team. Phát triển tài liệu và quy trình vận hành","Có kinh nghiệm trong lĩnh vực phát triển phần mềm Có khả năng tổ chức, tư duy logic và có hệ thống Có tư duy để xây dựng các hệ thống đo lường và phân tích số liệu, kỹ năng chuyên môn của một SQA Tốt nghiệp đại học chuyên ngành CNTT hoặc bằng cấp tương đương khác Kỹ năng quản lý thời gian Khả năng giải quyết vấn đề Kỹ năng giao tiếp tốt là một lợi thế",1. Chế độ đãi ngộ  2. Môi trường làm việc ,https://proxy.scrapeops.io/v1/?api_key=4db8ec44-b4ad-4257-b408-c1d1b2cb7d0e&url=https%3A%2F%2Fwww.topcv.vn%2Fviec-lam%2Fchuyen-vien-bao-dam-chat-luong-quy-trinh-pqa%2F1178287.html%3Fta_source%3DITJobs_LinkDetail
Kỹ Sư Mạng - Bảo Mật,25triệu,25.0,25.0,VND,Hà Nội: 152 Thụy Khuê Tây Hồ Hà Nội,21-12-2023,Nhân viên,3,1,Toàn thời gian,Không yêu cầu,Công ty Cổ phần Tập đoàn HiPT,"Tư vấn, thiết kế, triển khai và tích hợp các giải pháp về CNTT (như network, security, endpoint...) phù hợp với hiện trạng và nhu cầu hoạt động của khách hàng  Xây dựng tài liệu, đào tạo, giới thiệu và demo các sản phẩm và giải pháp với khách hàng. Nghiên cứu tìm hiểu về thiết bị, giải pháp, sản phẩm mạng, bảo mật hệ thống CNTT của các hãng công nghệ như Cisco, Fortinet, Palo Alto, Check Point, Aruba, CyberArk, Symantec, McAfee, Citrix, F5... Tham gia các chương trình đào tạo sản phẩm/giải pháp được tổ chức bởi hãng/nhà phân phối. Nghiên cứu tính năng sản phẩm, cập nhật công nghệ mới nhất về các sản phẩm và giải pháp. Làm việc với hãng/nhà cung cấp để tư vấn, triển khai các giải pháp mới và xử lý các sự cố liên quan đến sản phẩm/giải pháp. Thi các chứng chỉ phục vụ cho công việc.","Tốt nghiệp đại học trở lên, chuyên ngành Công nghệ thông tin; An toàn thông tin; Điện tử viễn thông hoặc chuyên ngành liên quan Trên 3 năm kinh nghiệm về các lĩnh vực liên quan Có kinh nghiệm và hiểu biết về các giải pháp Network và Security (như Switching, Routing, Firewall, IPS... của các hãng như Cisco, Fortinet, Check Point, Aruba, Symantec, McAfee, Trend Micro...) Tiếng Anh: Có khả năng đọc hiểu tài liệu chuyên ngành, giao tiếp, trao đổi qua email... Có kinh nghiệm và hiểu biết về các giải pháp của các hãng CyberArk, Citrix, F5... Có kinh nghiệm tư vấn, triển khai các giải pháp bảo mật nâng cao như: Web Application Firewall, DB Firewall, các giải pháp SIEM, SoC, Application & DB Monitoring, DdoS Protector... Có các chứng chỉ chuyên môn của các hãng công nghệ như Cisco, Fortinet, Aruba, Palo Alto, Check Point... và các chứng chỉ về An toàn thông tin (CEH, CISSP...)",,https://proxy.scrapeops.io/v1/?api_key=4db8ec44-b4ad-4257-b408-c1d1b2cb7d0e&url=https%3A%2F%2Fwww.topcv.vn%2Fviec-lam%2Fky-su-mang-bao-mat%2F414776.html%3Fta_source%3DITJobs_LinkDetail
Nhân Viên CSKH Sử Dụng Phần Mềm Dms/ERP,7-10triệu,7.0,10.0,VND,"Hồ Chí Minh: 72/24 Phan Đăng Lưu, P.5, Q. Phú Nhuận, TP HCM, Đà Nẵng",21-12-2023,Nhân viên,1,3,Toàn thời gian,Không yêu cầu,Công ty TNHH HQSOFT,,,"Lương bổng cạnh tranh, lương tháng 13 và thưởng theo kết quả công việc. Các chế độ phúc lợi, BHXH theo Luật lao động quy định  Cơ hội huấn luyện, đào tạo chuyên môn nâng cao nghiệp vụ và kỹ thuật. Đồng nghiệp, môi trường làm việc hiện đại, năng động, thân thiện và cởi mở. Các hoạt động như team building gắn kết thành viên, nghỉ mát hàng năm và sự kiện nội bộ tại công ty. Thời gian làm việc: 8.00 AM – 17.30 PM, Thứ 2 – Thứ 6, sáng Thứ 7.",https://proxy.scrapeops.io/v1/?api_key=4db8ec44-b4ad-4257-b408-c1d1b2cb7d0e&url=https%3A%2F%2Fwww.topcv.vn%2Fviec-lam%2Fnhan-vien-cskh-su-dung-phan-mem-dms-erp%2F552611.html%3Fta_source%3DITJobs_LinkDetail
Lập Trình Viên IOS,,,,,Hà Nội: Hoàn Kiếm,21-12-2023,Nhân viên,3,2,Toàn thời gian,Không yêu cầu,Công ty TNHH AgileTech Việt Nam,"Phát triển các ứng dụng iOS sử dụng native code: Swift, Objective C Phân tích và phát triển các dịch vụ, hệ thống trên nền tảng di động iOS Tham gia bảo trì, nâng cấp các sản phẩm công nghệ hiện có để đảm bảo sản phẩm hoạt động ổn định  Đề xuất giải pháp, xu hướng công nghệ mới để nâng cao chất lượng sản phẩm  Phối hợp với nhóm Kiểm thử kiểm tra và sửa lỗi của ứng dụng  Hỗ trợ, sửa lỗi sau triển khai","Có kinh nghiệm tối thiểu 3 năm làm việc trở lên với các dự án IOS  Thành thạo với một trong các ngôn ngữ Object C/Swift hoặc Java Có hiểu biết với Restful API, Websocket hoặc bất kỳ Giao thức thông báo Push Nắm chắc về OOP, Thiết kế kiến trúc, cấu trúc dữ liệu và thuật toán",,https://proxy.scrapeops.io/v1/?api_key=4db8ec44-b4ad-4257-b408-c1d1b2cb7d0e&url=https%3A%2F%2Fwww.topcv.vn%2Fviec-lam%2Flap-trinh-vien-ios%2F1178733.html%3Fta_source%3DITJobs_LinkDetail
Senior Java Developer,,,,,"Đà Nẵng: Tòa Nhà FPT Complex, Ðường Nam Kỳ Khởi Nghĩa, Phường Hoà Hải, Quận Ngũ Hành Sơn, TP.Ðà Nẵng, Ngũ Hành Sơn",21-12-2023,Nhân viên,3,1,Toàn thời gian,Không yêu cầu,FPT Software,,,"Attractive Salary Package based on your competence plus Annual Bonus and Project Performance Bonus The opportunity to work onsite  “FPT care” health insurance provided by AON and is exclusive for FPT employees Excellent cost-free learning opportunities: Udemy Premium account, English class, sponsor for taking certification such as PMP, AWS, etc. Annual leave according to Labor Law and Company Policy Annual Summer Vacation support from 1 Million VND to 6 Million VND and up to 3 days off work 13th-month Salary Salary review according to Company Policy International, professional, dynamic and friendly working environment and culture Be part of a team in an international world-class company and exchange knowledge with technology specialists and experts from Australia’s leading insurance company",https://proxy.scrapeops.io/v1/?api_key=4db8ec44-b4ad-4257-b408-c1d1b2cb7d0e&url=https%3A%2F%2Fwww.topcv.vn%2Fviec-lam%2Fsenior-java-developer%2F1178913.html%3Fta_source%3DITJobs_LinkDetail
Nhân Viên IT,,,,,"Hà Nội: tầng 6, tòa nhà Comatce,số 61,Phố Ngụy Như Kon Tum,Khu dân cư 17, Phường Nhân Chính, Thanh Xuân",31-12-2023,Nhân viên,3,3,Toàn thời gian,Không yêu cầu,CÔNG TY TNHH SMALLPIN LOGISTICS VIETNAM,,,"Làm việc trong môi trường năng động, chuyên nghiệp có nhiều cơ hội thăng tiến. Cung cấp trang thiết bị đầy đủ để phục vụ công việc. Được đóng BHXH, BHYT, BHTN. Được hưởng các chính sách phúc lợi theo quy định của công ty.",https://proxy.scrapeops.io/v1/?api_key=4db8ec44-b4ad-4257-b408-c1d1b2cb7d0e&url=https%3A%2F%2Fwww.topcv.vn%2Fviec-lam%2Fnhan-vien-it%2F790163.html%3Fta_source%3DITJobs_LinkDetail
